Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Contagious rag,Contagious rag,,,,,,,,,,That contagious rag,,,,,,,,,,,,,,"Mellinger, Edward J",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,Form of composer's name in caption title: Edw. J. Mellinger,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-H Online,,,,,,,,b34489587,local,http://libraries.colorado.edu/record=b3448958~S3,University of Colorado Boulder Music Library,,current,1065375,,RagContag.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Contentment rag,Contentment rag,,,,,,,,,,,,,,,,,,,,,,,,"Lamb, Joseph F. (Joseph Francis), 1887-1960",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,St. Louis,,,,,,,,text,Stark Music Co.,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Includes publisher's advertising,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-H Online,,,,,,,,b34489599,local,http://libraries.colorado.edu/record=b3448959~S3,University of Colorado Boulder Music Library,,current,1079789,,RagContent.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Contentment rag,Contentment rag,,,,,,,,,,,,,,,,,,,,,,,,"Lamb, Joseph F. (Joseph Francis), 1887-1960",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,St. Louis,,,,,,,,text,Stark Music Co.,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Includes publisher's advertising,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-H Online,,,,,,,,b34489599,local,http://libraries.colorado.edu/record=b3448959~S3,University of Colorado Boulder Music Library,,current,1065395,,RagContent.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Corn shucks rag,Corn shucks rag,,,,,,,,,,,,,,,,,,,,,,,,"Kuhn, Ed",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Kansas City,,,,,,,,text,J.W. Jenkins Son's Music Co.,,,,c1908,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Publisher's advertising includes musical incipits,,Caption title: Corn shucks march & two step [by] Ed. E. Kuhn,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908-H Online,,,,,,,,b34489617,local,http://libraries.colorado.edu/record=b3448961~S3,University of Colorado Boulder Music Library,,current,1079808,,RagCornS.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Corn shucks rag,Corn shucks rag,,,,,,,,,,,,,,,,,,,,,,,,"Kuhn, Ed",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Kansas City,,,,,,,,text,J.W. Jenkins Son's Music Co.,,,,c1908,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Publisher's advertising includes musical incipits,,Caption title: Corn shucks march & two step [by] Ed. E. Kuhn,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908-H Online,,,,,,,,b34489617,local,http://libraries.colorado.edu/record=b3448961~S3,University of Colorado Boulder Music Library,,current,1065414,,RagCornS.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Corrugated rag,Corrugated rag,,,,,,,,,,That corrugated rag,,,,,,,,,,,,,,"Mellinger, Edward J",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"[St. Louis, Mo.]",,,,,,,,text,Stark Music Co.,,,,c1911,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911-H Online,,,170 Stark Music Co,,,,,b34489629,local,http://libraries.colorado.edu/record=b3448962~S3,University of Colorado Boulder Music Library,,current,1079828,,RagCorru.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Corrugated rag,Corrugated rag,,,,,,,,,,That corrugated rag,,,,,,,,,,,,,,"Mellinger, Edward J",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"[St. Louis, Mo.]",,,,,,,,text,Stark Music Co.,,,,c1911,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911-H Online,,,170 Stark Music Co,,,,,b34489629,local,http://libraries.colorado.edu/record=b3448962~S3,University of Colorado Boulder Music Library,,current,1065434,,RagCorru.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton babes,Cotton babes,rag two step,,,,,,,,,,,,,,,,,,,,,,,"Wenrich, Percy, 1887-1952",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,Detroit,text,Jerome H. Remick & Co.,,,,1909,,,Popular edition,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,Caption title,,,,,,,For piano,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909-H Online,,,2788 2 Jerome H. Remick,,,,,b34489630,local,http://libraries.colorado.edu/record=b3448963~S3,University of Colorado Boulder Music Library,,current,1079848,,RagCottonB.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton babes,Cotton babes,rag two step,,,,,,,,,,,,,,,,,,,,,,,"Wenrich, Percy, 1887-1952",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,Detroit,text,Jerome H. Remick & Co.,,,,1909,,,Popular edition,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,Caption title,,,,,,,For piano,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909-H Online,,,2788 2 Jerome H. Remick,,,,,b34489630,local,http://libraries.colorado.edu/record=b3448963~S3,University of Colorado Boulder Music Library,,current,1065454,,RagCottonB.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton bolls,Cotton bolls,two step,,,,,,,,,,,,,,,,,,,,,,,"Hunter, Charles, 1876-1906",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Nashville, Tenn.",,,,,,,,text,"Frank G. Fite, Publisher",,,,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901-H Online,,,,,,,,b34489642,local,http://libraries.colorado.edu/record=b3448964~S3,University of Colorado Boulder Music Library,,current,1079868,,RagCottonBo.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton bolls,Cotton bolls,two step,,,,,,,,,,,,,,,,,,,,,,,"Hunter, Charles, 1876-1906",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Nashville, Tenn.",,,,,,,,text,"Frank G. Fite, Publisher",,,,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901-H Online,,,,,,,,b34489642,local,http://libraries.colorado.edu/record=b3448964~S3,University of Colorado Boulder Music Library,,current,1065474,,RagCottonBo.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton states rag,Cotton states rag,,,,,,,,,,,,,,,,,,,,,,,,"McKnight, Annie Ford",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Thomasville, Ga.",,,,,,,,text,C.C. Cocroft Music Co.,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489666,local,http://libraries.colorado.edu/record=b3448966~S3,University of Colorado Boulder Music Library,,current,1079886,,RagCottonSt.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton states rag,Cotton states rag,,,,,,,,,,,,,,,,,,,,,,,,"McKnight, Annie Ford",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Thomasville, Ga.",,,,,,,,text,C.C. Cocroft Music Co.,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489666,local,http://libraries.colorado.edu/record=b3448966~S3,University of Colorado Boulder Music Library,,current,1065492,,RagCottonSt.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton time,Cotton time,ragtime two-step,,,,,,,,,,,,,,,,,,,,,,,"Daniels, Charles N.‚q (Charles Neil)‚ 1878-1943",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Detroit,,,,,,,,text,Jerome H. Remick & Co.,,,,c1910,,,Popular edition,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b3448968x,local,http://libraries.colorado.edu/record=b3448968~S3,University of Colorado Boulder Music Library,,current,1079904,,RagCottonTi.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cotton time,Cotton time,ragtime two-step,,,,,,,,,,,,,,,,,,,,,,,"Daniels, Charles N.‚q (Charles Neil)‚ 1878-1943",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Detroit,,,,,,,,text,Jerome H. Remick & Co.,,,,c1910,,,Popular edition,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b3448968x,local,http://libraries.colorado.edu/record=b3448968~S3,University of Colorado Boulder Music Library,,current,1065510,,RagCottonTi.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Crazy bone rag,Crazy bone rag,,,,,,,,,,,,,,,,,,,,,,,,"Johnson, Chas. L. (Charles Leslie), 1876-1950",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Chicago,,,,,,,,text,F.J.A. Forster Music Publisher,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Publisher's advertising includes musical incipits,,Cover illustration by Crews Studio,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-H Online,,,,,,,,b3448971x,local,http://libraries.colorado.edu/record=b3448971~S3,University of Colorado Boulder Music Library,,current,1079922,,RagCrazyB.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Crazy bone rag,Crazy bone rag,,,,,,,,,,,,,,,,,,,,,,,,"Johnson, Chas. L. (Charles Leslie), 1876-1950",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Chicago,,,,,,,,text,F.J.A. Forster Music Publisher,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,Publisher's advertising includes musical incipits,,Cover illustration by Crews Studio,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-H Online,,,,,,,,b3448971x,local,http://libraries.colorado.edu/record=b3448971~S3,University of Colorado Boulder Music Library,,current,1065528,,RagCrazyB.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Daffy-down-dilly,Daffy-down-dilly,characteristic march two-step,,,,,,,,,,,,,,,,,,,,,,,"Hill, J. Leubrie (John Leubrie), -1916",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,Shapiro,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489757,local,http://libraries.colorado.edu/record=b3448975~S3,University of Colorado Boulder Music Library,,current,1079942,,RagDaffy.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Daffy-down-dilly,Daffy-down-dilly,characteristic march two-step,,,,,,,,,,,,,,,,,,,,,,,"Hill, J. Leubrie (John Leubrie), -1916",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,Shapiro,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489757,local,http://libraries.colorado.edu/record=b3448975~S3,University of Colorado Boulder Music Library,,current,1065548,,RagDaffy.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,The dainty-foot glide,Dainty-foot glide,rag one step or two step,,,,,,,,,,,,,,,,,,,,,,,"Tidd, G. M",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Lancaster, Ohio",,,,,,,,text,G.M. Tidd,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-H Online,,,,,,,,b34489770,local,http://libraries.colorado.edu/record=b3448977~S3,University of Colorado Boulder Music Library,,current,1079960,,RagDaint.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,The dainty-foot glide,Dainty-foot glide,rag one step or two step,,,,,,,,,,,,,,,,,,,,,,,"Tidd, G. M",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Lancaster, Ohio",,,,,,,,text,G.M. Tidd,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-H Online,,,,,,,,b34489770,local,http://libraries.colorado.edu/record=b3448977~S3,University of Colorado Boulder Music Library,,current,1065566,,RagDaint.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,The darkies Mardi Gras,Darkies Mardi Gras,a ragtime march and two step,,,,,,,,,,,,,,,,,,,,,,,"Wenzlik, Theodore",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,F.B. Haviland,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-H Online,,,,,,,,b34489800,local,http://libraries.colorado.edu/record=b3448980~S3,University of Colorado Boulder Music Library,,current,1079978,,RagDarkiesM.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,The darkies Mardi Gras,Darkies Mardi Gras,a ragtime march and two step,,,,,,,,,,,,,,,,,,,,,,,"Wenzlik, Theodore",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,F.B. Haviland,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-H Online,,,,,,,,b34489800,local,http://libraries.colorado.edu/record=b3448980~S3,University of Colorado Boulder Music Library,,current,1065584,,RagDarkiesM.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Darktown capers,Darktown capers,for the piano : an original southern rag,,,,,,,,,,,,,,,,,,,,,,,"Starck, Walter",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1897,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- To 1901,lcsh,,,,,,,,,,,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1897-H Online,,,,,,,,b34489836,local,http://libraries.colorado.edu/record=b3448983~S3,University of Colorado Boulder Music Library,,current,1079996,,RagDarktownC.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Darktown capers,Darktown capers,for the piano : an original southern rag,,,,,,,,,,,,,,,,,,,,,,,"Starck, Walter",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1897,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- To 1901,lcsh,,,,,,,,,,,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1897-H Online,,,,,,,,b34489836,local,http://libraries.colorado.edu/record=b3448983~S3,University of Colorado Boulder Music Library,,current,1065602,,RagDarktownC.pdf
